state,action,next_state
22.5,[0.44898809],22.31
22.31,[0.00143302],21.87
21.87,-1,22.0
22.0,-1,23.0
23.0,-1,24.06
24.06,-1,25.0
25.0,-1,26.06
26.06,-1,27.19
27.19,-1,28.19
28.19,[0.45639151],28.94
28.94,1,28.62
28.62,-1,28.0
28.0,-1,28.81
28.81,-1,29.75
29.75,[-0.14397258],30.56
30.56,1,30.56
30.56,1,29.62
29.62,1,28.69
28.69,1,27.69
27.69,1,26.69
26.69,1,25.75
25.75,1,24.69
24.69,1,23.69
23.69,1,22.69
22.69,[-0.01394054],21.75
21.75,[-0.01394054],21.69
21.69,[-0.01394054],21.69
21.69,[-0.01394054],21.62
21.62,[-0.01394054],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,[-6.58966393e-06],21.62
21.62,1,21.44
21.44,1,20.56
20.56,-1,20.06
20.06,-1,20.87
20.87,-1,21.94
21.94,-1,23.06
23.06,-1,24.06
24.06,-1,25.06
25.06,-1,26.25
26.25,-1,27.25
27.25,-1,28.25
28.25,-1,29.25
29.25,-1,30.25
30.25,[-0.09928955],31.19
31.19,[-0.09928955],31.44
31.44,[-0.09928955],31.44
31.44,[-0.09928955],31.5
31.5,[-0.84971758],31.81
31.81,[-0.84971758],32.5
32.5,[-0.84971758],33.38
33.38,[0.08928659],33.94
33.94,[0.08928659],34.0
34.0,[0.08928659],34.0
34.0,[0.08928659],33.94
33.94,-1,34.13
34.13,-1,35.0
35.0,-1,35.94
35.94,-1,37.0
37.0,[0.01616582],37.75
37.75,-1,38.06
38.06,[8.85193927e-05],38.56
38.56,[0.17599208],38.63
38.63,[0.17599208],38.44
38.44,[0.17599208],38.31
38.31,1,37.94
37.94,1,37.13
37.13,1,36.13
36.13,1,35.13
35.13,1,34.31
34.31,1,33.31
33.31,1,32.31
32.31,1,31.44
31.44,1,30.37
30.37,-1,29.69
29.69,-1,30.44
30.44,-1,31.5
31.5,1,32.19
32.19,-1,31.87
31.87,-1,32.69
32.69,1,33.5
33.5,[-0.05716704],33.0
33.0,[-0.05716704],32.88
32.88,[-0.05716704],33.0
33.0,[-0.05716704],32.94
32.94,[-0.05716704],32.88
32.88,[-0.05716704],32.94
32.94,[-0.05716704],32.94
32.94,[-0.05716704],32.88
32.88,[-0.05716704],32.94
32.94,[-0.05716704],32.94
32.94,[-0.05716704],32.94
32.94,[-0.05716704],32.94
32.94,[-0.05716704],32.94
32.94,[-0.05716704],32.94
32.94,[-0.05716704],33.0
33.0,-1,33.31
33.31,-1,34.13
34.13,-1,35.13
35.13,-1,36.19
36.19,[-0.00010519],36.88
36.88,1,36.81
36.81,1,35.94
35.94,1,35.06
35.06,1,34.13
34.13,1,33.13
33.13,1,32.25
32.25,1,31.25
31.25,1,30.31
30.31,1,29.31
29.31,1,28.37
28.37,1,27.37
27.37,[-0.00108369],26.62
26.62,[-0.00108369],26.5
26.5,[-0.00108369],26.5
26.5,[-0.00108369],26.5
26.5,[-0.00108369],26.5
26.5,[-0.00108369],26.5
26.5,[-3.44378374e-06],26.5
26.5,[-3.44378374e-06],26.5
26.5,[-3.44378374e-06],26.5
26.5,[-3.44378374e-06],26.5
26.5,[-3.44378374e-06],26.5
26.5,1,26.37
26.37,[-0.74681252],25.94
25.94,[-0.74681252],26.5
26.5,[-0.74681252],27.31
27.31,[-0.74681252],28.06
28.06,[-0.74681252],28.75
28.75,[-0.74681252],29.5
29.5,[0.82209129],30.06
30.06,[0.82209129],29.44
29.44,[0.82209129],28.69
28.69,[0.82209129],27.87
27.87,[0.82209129],27.19
27.19,[0.82209129],26.31
26.31,-1,25.94
25.94,-1,26.81
26.81,[-0.00650657],27.69
27.69,[-0.00650657],27.75
27.75,[-0.00650657],27.69
27.69,1,27.56
27.56,1,26.75
26.75,-1,26.06
26.06,-1,26.81
26.81,-1,27.94
27.94,-1,28.94
28.94,-1,29.87
29.87,1,30.56
30.56,1,29.94
29.94,1,28.81
28.81,[-0.14900323],28.06
28.06,[-0.14900323],28.12
28.12,[-0.14900323],28.19
28.19,[-0.14900323],28.31
28.31,[-0.14900323],28.44
28.44,[-0.14900323],28.56
28.56,-1,28.81
28.81,-1,29.69
29.69,-1,30.75
30.75,-1,31.69
31.69,-1,32.69
32.69,-1,33.69
33.69,-1,34.69
34.69,[0.03273845],35.38
35.38,1,35.31
35.31,-1,34.81
34.81,-1,35.5
35.5,-1,36.56
36.56,-1,37.56
37.56,-1,38.5
38.5,-1,39.56
39.56,-1,40.63
40.63,-1,41.5
41.5,-1,42.56
42.56,1,43.19
43.19,1,42.44
42.44,1,41.38
41.38,1,40.5
40.5,[0.02224854],39.75
39.75,[0.02224854],39.56
39.56,[0.02224854],39.56
39.56,[0.02224854],39.56
39.56,1,39.31
39.31,1,38.56
38.56,1,37.56
37.56,[-0.61573944],37.0
37.0,[-0.61573944],37.44
37.44,1,37.88
37.88,1,37.06
37.06,1,36.06
36.06,1,35.06
35.06,-1,34.63
34.63,-1,35.31
35.31,-1,36.38
36.38,-1,37.38
37.38,[-0.79388398],38.25
38.25,[-0.79388398],39.13
39.13,-1,40.0
40.0,-1,40.94
40.94,-1,41.94
41.94,-1,42.94
42.94,-1,44.0
44.0,1,44.56
44.56,-1,44.44
44.44,-1,45.25
45.25,1,45.94
45.94,1,45.25
45.25,1,44.19
44.19,1,43.19
43.19,1,42.25
42.25,1,41.25
41.25,1,40.31
40.31,1,39.31
39.31,1,38.31
38.31,1,37.38
37.38,1,36.31
36.31,1,35.44
35.44,1,34.44
34.44,1,33.56
33.56,1,32.56
32.56,1,31.56
31.56,1,30.62
30.62,1,29.62
29.62,1,28.69
28.69,1,27.56
27.56,1,26.56
26.56,1,25.62
25.62,1,24.62
24.62,1,23.56
23.56,1,22.56
22.56,1,21.56
21.56,1,20.62
20.62,[0.00486104],19.81
19.81,[0.00486104],19.75
19.75,[0.00486104],19.75
19.75,[0.00486104],19.75
19.75,[0.00486104],19.75
19.75,[0.00486104],19.75
19.75,1,19.44
19.44,-1,18.94
18.94,1,19.44
19.44,1,18.81
18.81,1,17.62
17.62,1,16.62
16.62,1,15.75
15.75,1,14.69
14.69,1,13.69
13.69,1,12.75
12.75,1,11.75
11.75,1,10.81
10.81,1,9.81
9.81,1,8.81
8.81,1,7.88
7.88,[-0.08915075],7.06
7.06,[-0.08915075],7.06
7.06,[-0.08915075],7.13
7.13,[-0.08915075],7.13
7.13,[-0.08915075],7.19
7.19,1,7.13
7.13,1,6.19
6.19,1,5.25
5.25,1,4.19
4.19,1,3.19
3.19,[0.03290581],2.5
2.5,[0.03290581],2.38
2.38,[0.03290581],2.38
2.38,[0.03290581],2.38
2.38,[0.03290581],2.31
2.31,[0.03290581],2.31
2.31,[0.03290581],2.31
2.31,[0.03290581],2.31
2.31,[0.03290581],2.31
2.31,[-0.51018925],2.44
2.44,[-0.51018925],2.94
2.94,[-0.51018925],3.5
3.5,[-0.51018925],4.0
4.0,[-0.51018925],4.56
4.56,[-0.51018925],5.06
5.06,[-0.51018925],5.63
5.63,[-0.51018925],6.19
6.19,[-0.51018925],6.75
6.75,[-0.51018925],7.25
7.25,1,7.5
7.5,1,6.56
6.56,1,5.56
5.56,1,4.5
4.5,1,3.44
3.44,[-0.00031638],2.63
2.63,[-0.82579122],2.81
2.81,[-0.04111286],3.44
3.44,[-0.04111286],3.5
3.5,[-0.04111286],3.5
3.5,[0.01426824],3.5
3.5,-1,3.69
3.69,-1,4.69
4.69,-1,5.69
5.69,-1,6.75
6.75,-1,7.88
7.88,[-0.01854854],8.63
8.63,-1,9.0
9.0,-1,9.88
9.88,-1,11.0
11.0,-1,12.13
12.13,-1,13.13
13.13,[0.09946147],13.94
13.94,[0.09946147],13.94
13.94,[0.09946147],13.75
13.75,1,13.69
13.69,1,13.69
13.69,-1,13.5
13.5,[0.20019218],13.44
13.44,[0.42518084],13.38
13.38,[0.00217383],13.25
13.25,[0.00217383],13.19
13.19,1,13.19
13.19,-1,13.19
13.19,-1,13.19
13.19,-1,13.19
13.19,-1,13.19
13.19,[0.2004202],13.19
13.19,[0.11607482],13.19
13.19,-1,13.13
13.13,-1,13.81
13.81,[-0.00128999],14.63
14.63,[-0.00128999],14.56
14.56,[-0.00128999],14.56
14.56,[-0.00128999],14.56
14.56,[-0.00128999],14.5
14.5,[-0.01924401],14.5
14.5,[-0.01924401],14.5
14.5,[-0.01924401],14.5
14.5,[-0.01924401],14.44
14.44,[-0.01924401],14.44
14.44,[-0.01924401],14.44
14.44,[-0.01924401],14.44
14.44,[-0.01924401],14.44
14.44,[-0.01924401],14.44
14.44,1,14.13
14.13,[-0.05216993],13.44
13.44,[-0.05216993],13.38
13.38,[-0.05216993],13.38
